"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"GO:0002181","cytoplasmic translation",153,0.610965027003695,2.66147607126226,1e-10,2.60666666666667e-08,2.07368421052632e-08,3049,"tags=65%, list=23%, signal=51%","6187/8531/6142/6133/6208/6137/6223/6188/23521/6155/6193/51121/6157/6141/6203/6201/6160/6234/25873/6231/6205/6159/4904/6161/7311/6134/6132/6169/8663/8892/6130/6209/6168/3921/6165/6206/4733/6175/8667/10399/6143/6181/8665/11224/8894/6189/6202/6158/6191/6194/6232/6224/220717/6222/51386/6233/6235/6124/6128/10605/6207/57409/6129/6227/6167/6164/2197/6152/6136/6176/6218/6156/8666/6135/6210/8664/6217/6138/6229/1819/9045/6122/6125/6170/27335/6146/6171/51389/6144/8669/9349/6147/8890/1968/6154/1939/2475/4736/3646"
"GO:0032543","mitochondrial translation",127,0.619126675185305,2.6422187534907,1e-10,2.60666666666667e-08,2.07368421052632e-08,3050,"tags=60%, list=23%, signal=47%","26589/64975/84769/90480/116541/6183/29093/54998/65003/55168/115416/64976/64949/84300/84881/64979/51069/118487/78988/10102/55052/6150/51023/64928/6182/51204/122704/28998/51335/3396/51116/65005/51264/51081/708/26024/9553/28958/92170/51253/64981/55278/5018/28973/29074/11222/10573/29088/65993/54460/51073/124995/84545/64960/7284/51258/57129/54534/79590/128308/26995/84311/285367/51642/63875/4528/64983/7818/64969/51649/54516/3035/57038/54948/64432/65008"
"GO:0097250","mitochondrial respirasome assembly",105,0.615250793223234,2.54034791950424,1e-10,2.60666666666667e-08,2.07368421052632e-08,3352,"tags=68%, list=25%, signal=51%","55969/284184/91647/1346/4713/283951/10063/51287/6834/513/192286/84300/4695/4728/1347/4716/84987/90871/4702/51295/25915/4722/51204/54539/84275/4725/389203/28958/84233/4696/51751/4700/64756/4710/7386/4694/5018/79064/91942/4717/790955/55744/4712/9167/4707/4718/4720/729515/55967/4709/374291/137682/55101/4706/4708/57001/28976/54968/4715/4711/79133/29090/617/6341/25880/4724/55863/29078/4705/4704/4714"
"GO:0006119","oxidative phosphorylation",134,0.587773193236272,2.51956442728629,1e-10,2.60666666666667e-08,2.07368421052632e-08,3401,"tags=65%, list=25%, signal=49%","65990/1346/4713/27089/6622/513/400916/1351/51142/1329/1340/84300/4695/4728/1347/30968/4716/4702/11315/4722/514/1337/9551/1350/388753/1537/7388/29796/54539/65018/84275/4725/93974/4726/1327/4696/4700/4710/7386/4694/4723/4717/790955/9555/509/10476/4712/4731/9167/26471/522/7384/4707/6390/4718/4720/55967/440567/506/4709/374291/4706/4708/7381/1716/891/9377/1345/4715/10975/57017/1349/29103/4711/23479/10632/4724/10105/84277/4697/4705/246269/4704/4714/54205/27069/6391"
"GO:0042773","ATP synthesis coupled electron transport",92,0.624666910951756,2.51262344044899,1e-10,2.60666666666667e-08,2.07368421052632e-08,3401,"tags=74%, list=25%, signal=56%","1346/4713/27089/6622/1351/51142/1329/1340/4695/4728/1347/4716/4702/11315/4722/1337/1350/388753/1537/7388/29796/65018/4725/4726/1327/4696/4700/4710/7386/4694/4723/4717/790955/4712/4731/9167/7384/4707/6390/4718/4720/55967/440567/4709/374291/4706/4708/7381/1716/891/9377/1345/4715/10975/57017/1349/29103/4711/23479/4724/4697/4705/246269/4704/4714/54205/27069/6391"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport",92,0.624666910951756,2.51262344044899,1e-10,2.60666666666667e-08,2.07368421052632e-08,3401,"tags=74%, list=25%, signal=56%","1346/4713/27089/6622/1351/51142/1329/1340/4695/4728/1347/4716/4702/11315/4722/1337/1350/388753/1537/7388/29796/65018/4725/4726/1327/4696/4700/4710/7386/4694/4723/4717/790955/4712/4731/9167/7384/4707/6390/4718/4720/55967/440567/4709/374291/4706/4708/7381/1716/891/9377/1345/4715/10975/57017/1349/29103/4711/23479/4724/4697/4705/246269/4704/4714/54205/27069/6391"
"GO:0140053","mitochondrial gene expression",165,0.562623053042448,2.49966250477283,1e-10,2.60666666666667e-08,2.07368421052632e-08,3115,"tags=51%, list=23%, signal=40%","26589/64975/84769/90480/116541/6183/29093/54998/65003/55168/400916/115416/64976/64949/84300/84881/64979/51069/118487/78988/10102/55052/6150/51023/64928/6182/51204/122704/28998/51335/3396/51116/65005/51264/51081/708/84275/26024/9553/28958/92170/51253/64981/55278/5018/28973/29074/11222/10573/29088/65993/54460/80298/51073/124995/84545/64960/3028/7284/51258/57129/54534/79590/128308/26995/84311/285367/51642/63875/4528/57215/64983/7818/64969/51649/54516/3035/57038/79675/51250/54948/64432/65008/10922"
"GO:0030198","extracellular matrix organization",253,-0.562418288948075,-2.3234207668804,1e-10,2.60666666666667e-08,2.07368421052632e-08,2234,"tags=43%, list=17%, signal=36%","5212/3249/7046/649/5352/2022/7040/140766/23127/83872/340267/23187/650/60681/55959/170689/55512/85301/83716/4016/8434/10609/57190/81031/255743/3913/7837/861/1298/1305/1294/3673/1281/84695/1513/54507/4811/285590/9806/602/81794/2303/6662/133584/1842/9719/4060/1295/4921/10631/1291/8516/84171/4325/11093/80781/1289/1277/3491/55612/23768/1306/2006/4327/1284/1311/90993/9509/11173/25903/4323/89932/1278/64386/50509/10516/4147/1545/84168/4313/1282/11117/10218/4035/84627/5156/1303/4851/4239/8425/9507/25890/4015/2331/4326/4629/1805/7373/11096/6423/151887/3037/1296/165/7177/2192/7148/64093"
"GO:0043062","extracellular structure organization",253,-0.562418288948075,-2.3234207668804,1e-10,2.60666666666667e-08,2.07368421052632e-08,2234,"tags=43%, list=17%, signal=36%","5212/3249/7046/649/5352/2022/7040/140766/23127/83872/340267/23187/650/60681/55959/170689/55512/85301/83716/4016/8434/10609/57190/81031/255743/3913/7837/861/1298/1305/1294/3673/1281/84695/1513/54507/4811/285590/9806/602/81794/2303/6662/133584/1842/9719/4060/1295/4921/10631/1291/8516/84171/4325/11093/80781/1289/1277/3491/55612/23768/1306/2006/4327/1284/1311/90993/9509/11173/25903/4323/89932/1278/64386/50509/10516/4147/1545/84168/4313/1282/11117/10218/4035/84627/5156/1303/4851/4239/8425/9507/25890/4015/2331/4326/4629/1805/7373/11096/6423/151887/3037/1296/165/7177/2192/7148/64093"
"GO:0045229","external encapsulating structure organization",253,-0.562418288948075,-2.3234207668804,1e-10,2.60666666666667e-08,2.07368421052632e-08,2234,"tags=43%, list=17%, signal=36%","5212/3249/7046/649/5352/2022/7040/140766/23127/83872/340267/23187/650/60681/55959/170689/55512/85301/83716/4016/8434/10609/57190/81031/255743/3913/7837/861/1298/1305/1294/3673/1281/84695/1513/54507/4811/285590/9806/602/81794/2303/6662/133584/1842/9719/4060/1295/4921/10631/1291/8516/84171/4325/11093/80781/1289/1277/3491/55612/23768/1306/2006/4327/1284/1311/90993/9509/11173/25903/4323/89932/1278/64386/50509/10516/4147/1545/84168/4313/1282/11117/10218/4035/84627/5156/1303/4851/4239/8425/9507/25890/4015/2331/4326/4629/1805/7373/11096/6423/151887/3037/1296/165/7177/2192/7148/64093"
"GO:0009060","aerobic respiration",181,0.514479765649257,2.28024360105359,1e-10,2.60666666666667e-08,2.07368421052632e-08,3724,"tags=61%, list=28%, signal=45%","65990/1346/4713/27089/6622/6834/513/29997/400916/1351/51142/1329/1340/84300/4695/4728/1347/30968/4716/751071/402/4702/11315/4722/514/1337/9551/1350/388753/1537/7388/29796/54539/65018/84275/4725/93974/4726/1327/4696/4700/4710/7386/4694/5018/4723/4717/790955/9555/509/10476/4712/4731/9167/26471/522/7384/4707/6390/4718/55753/4720/55967/440567/506/4709/374291/4706/4708/4191/7381/3418/92259/1716/891/10873/9377/1345/4715/10975/57017/8802/1349/5162/29103/4711/23479/10632/4724/10105/2271/84277/4697/4705/8801/246269/4704/4714/54205/847/27069/6391/9927/3420/135154/84701/6392/65084/539/205"
"GO:0022613","ribonucleoprotein complex biogenesis",434,0.425059415275487,2.10429292382351,1e-10,2.60666666666667e-08,2.07368421052632e-08,3802,"tags=41%, list=28%, signal=30%","27341/84769/23212/115939/6208/57418/6223/51491/23521/6155/6633/6193/10436/51121/29997/7248/6203/115416/6880/6201/6234/8233/91582/10412/55505/10360/84881/6205/6631/3692/29081/88745/6169/8663/10799/6130/83443/27349/6209/3921/6165/6636/54512/6206/8667/8665/11224/10078/10775/8894/90459/51335/6189/6202/51116/55651/6628/51081/2971/6191/6194/6232/708/10907/8559/51386/90441/6233/51406/51010/84864/56915/25804/4809/9136/9326/6207/6129/10248/6227/2197/10856/6152/5901/6218/51634/6632/8666/6135/6210/8664/92342/27079/6217/84273/6229/6627/5303/9045/57050/57109/6125/401466/85395/54555/27335/51119/5036/6637/6733/26284/10556/81691/80135/84844/2091/8607/22827/51367/23378/131870/55299/26576/90121/8669/10200/6895/26574/10600/8683/192670/6426/51547/27292/1968/6154/51187/1939/92856/84811/79033/54663/3646/128061/6629/55272/4931/1207/11340/8996/10528/84916/51096/55794/10607/10480/79863/51001/114049/57461/6230/10813/51118/81554/8668/29777/28987/79084/23016/10199/25980/26523/54853/55646/26164/51550/51504/8568"
"GO:0042254","ribosome biogenesis",299,0.436111073477535,2.05019917476592,1e-10,2.60666666666667e-08,2.07368421052632e-08,3802,"tags=43%, list=28%, signal=32%","27341/84769/23212/115939/6208/57418/6223/51491/6155/6193/10436/51121/29997/7248/6203/115416/6201/6234/91582/10412/55505/10360/84881/6205/3692/29081/88745/6169/10799/6130/27349/6209/3921/6165/54512/6206/11224/10775/90459/51335/6189/6202/51116/55651/51081/2971/6191/6194/6232/708/90441/6233/51406/51010/84864/56915/4809/9136/9326/6207/6129/10248/6227/2197/6152/5901/6218/6135/6210/92342/27079/6217/84273/6229/5303/9045/57050/57109/6125/401466/85395/54555/51119/5036/26284/10556/81691/80135/2091/51367/23378/131870/55299/90121/10200/26574/10600/51547/27292/6154/51187/92856/79033/54663/128061/55272/4931/11340/10528/84916/51096/55794/10607/79863/51001/114049/6230/10813/51118/81554/29777/28987/23016/10199/54853/55646/26164/51550/51504/8568"
"GO:0051960","regulation of nervous system development",334,-0.472796979857212,-2.00529181737282,1e-10,2.60666666666667e-08,2.07368421052632e-08,2672,"tags=37%, list=20%, signal=30%","5925/5530/7133/443/3815/23376/10500/2624/7070/8140/7157/54567/351/1959/9451/23654/5361/64084/3984/8153/222223/8408/27185/23363/7422/3845/29882/7040/10458/29904/6663/650/51593/1636/1956/57142/7052/10800/7832/10371/3213/9682/51393/3687/5978/57465/8482/7852/27286/23129/9253/26022/1954/393/10810/9746/1627/163175/90865/7162/23500/5914/6498/22883/56920/9353/6376/9378/11076/57698/8553/1620/23566/5783/7474/85358/406/2119/2258/56963/6696/5649/5270/1462/5364/4776/8831/23768/7097/5176/26508/79365/7058/1890/339398/4915/84189/6091/55558/57555/655/6497/2335/5365/375790/7732/4137/94030/5802/4851/54413/4168/9423/1404/2049/9572/575/3400/54674/745/4914/2048"
"GO:0001501","skeletal system development",374,-0.461262988789246,-1.97575318641238,1e-10,2.60666666666667e-08,2.07368421052632e-08,2941,"tags=42%, list=22%, signal=34%","81792/4017/56987/55151/79065/3091/56975/730094/5916/6926/1290/3212/10859/4781/10269/5925/7398/23213/960/22856/7157/158326/29123/7045/7076/7043/8642/91461/9451/860/4882/7046/649/4774/27086/5358/7422/5087/2022/3988/7040/4883/2822/64131/57045/7048/650/4092/55959/4853/652/51804/55512/85301/1906/51741/1240/5125/7052/645811/25902/7289/79925/124565/3213/81031/3623/1954/861/1298/7703/53834/864/1305/23552/6615/64764/51715/6781/5914/54206/1281/57728/1513/10234/64651/285590/4209/2121/3714/4188/1969/2303/6662/54796/6714/3479/4054/9770/7704/8111/4256/4921/4969/7474/1291/79705/4325/338773/6660/1462/5364/80781/23314/10743/1277/4094/3491/3696/7059/1311/11173/8646/4323/5310/4653/6424/1278/81029/1893/6261/2202/1009/4313/655/2736/7227/6497/2662/202151/7291/5156/8840/2200/1490/25987/9507/3911/1404/4856/4015/633/5549/6423/3037/130497/392255/25884"
"GO:0050808","synapse organization",418,-0.451973262452315,-1.9547798594417,1e-10,2.60666666666667e-08,2.07368421052632e-08,2372,"tags=33%, list=18%, signal=28%","60/8936/23654/5361/64084/6712/25/643866/27185/10288/4774/55799/29882/257194/10458/29904/10243/81609/9254/57717/80728/9762/57731/8828/9912/266727/51804/5064/2252/57142/29801/713/2213/3587/11004/54910/5978/8482/27286/23129/10672/3913/10810/22899/23607/9746/2596/1627/647135/8927/7162/55752/1004/22883/10163/54862/84623/9806/58504/6376/43/56123/57502/9378/153090/119/714/5792/8404/221935/11178/154796/22839/728/5783/120892/84966/56131/7474/85358/6678/56122/2258/115703/8506/5649/5364/3684/4776/6854/8831/4593/55619/152330/83992/23768/7097/9294/7058/388336/2239/339398/4915/84189/3360/256158/1282/55558/57555/54549/5365/375790/57524/41/5098/80863/4137/94030/718/5802/54413/2316/3911/9423/2049/5754/5818/575/54674/66000/3371/547/9379/4914/2048/91851"
"GO:0034329","cell junction assembly",373,-0.450487511276584,-1.9305787571663,1e-10,2.60666666666667e-08,2.07368421052632e-08,2374,"tags=30%, list=18%, signal=25%","50848/60/23654/5361/64084/11170/6712/25/596/3728/2042/84612/7422/257194/29904/11037/57717/4092/51564/266727/51804/1636/57142/29801/151306/54910/27286/23129/10672/22899/9746/2596/647135/6615/8927/3673/7162/28513/1004/22883/395/54862/84623/9806/43/56123/57502/9378/119/1969/24146/221935/11178/154796/6714/5783/23136/23396/7057/56131/7474/85358/56122/2258/115703/8506/5649/5364/9080/4593/6548/55619/23768/7097/9294/4323/4653/7058/80139/2239/339398/4915/10391/84189/3360/1009/55558/5010/57555/79778/2335/5339/54549/5365/375790/57524/2702/41/4137/94030/5802/54413/1828/9423/2049/5818/575/54674/9379/4914/222256/2048"
"GO:0048812","neuron projection morphogenesis",473,-0.440325639324635,-1.92176969716638,1e-10,2.60666666666667e-08,2.07368421052632e-08,2544,"tags=32%, list=19%, signal=27%","10500/1742/4343/22903/7070/8609/351/1959/60/8936/23654/5361/25/54538/3996/91653/596/3984/4882/2042/8153/4756/8408/27185/84612/23363/55201/7422/26012/29882/257194/10458/4891/29904/4659/29993/214/9762/4853/57731/8828/9912/3672/223117/1906/1956/2676/57142/55364/55701/10371/54910/51393/57465/8482/7852/23129/9253/3913/3071/1954/393/6477/2011/219699/23607/9746/2596/80312/57715/7869/5058/1136/8826/6383/1627/7162/6812/6498/10090/8522/54862/56920/9353/1436/84623/9378/153090/85449/57698/11178/10752/64221/23566/23136/120892/10631/7474/85358/64283/1952/57216/2258/56963/115703/8506/6696/5649/5364/4776/10501/50488/8831/55619/152330/23768/473/6586/4915/84189/8633/256158/4147/1009/6091/55558/655/2736/4858/2335/2051/26053/5365/4137/4804/5802/4851/54413/25987/4168/9423/2049/5754/4854/5818/4929/575/66000/547/9024/4914/2048/57699"
"GO:0048858","cell projection morphogenesis",492,-0.437422738280258,-1.91410620606852,1e-10,2.60666666666667e-08,2.07368421052632e-08,2544,"tags=32%, list=19%, signal=27%","10500/1742/4343/22903/7070/8609/351/348110/1959/60/11252/8936/23654/5361/25/54538/3996/91653/596/3984/4882/2042/8153/4756/8408/27185/84612/23363/55201/7422/26012/29882/257194/55107/10458/4891/29904/4659/29993/214/9762/4853/57731/8828/9912/3672/223117/1906/1956/2676/57142/55364/55701/10371/54910/51393/57465/8482/7852/23129/9253/3913/3071/1954/393/6477/2011/219699/23607/9746/2596/80312/57715/7869/5058/1136/8826/6383/1627/7162/6812/6498/10090/8522/10163/54862/56920/9353/1436/84623/9378/153090/85449/57698/11178/10752/64221/6714/23566/23136/120892/10631/7474/85358/64283/5168/1952/57216/2258/56963/115703/8506/6696/5649/5364/4776/10501/50488/8831/55619/152330/23768/473/6586/4915/84189/8633/256158/4147/1009/6091/55558/655/2736/4858/2335/2051/26053/5365/4137/4804/5802/4851/54413/25987/4168/9423/2049/5754/4854/5818/4929/575/66000/547/9024/4914/2048/57699"
"GO:0120039","plasma membrane bounded cell projection morphogenesis",488,-0.436828547269965,-1.91042069607606,1e-10,2.60666666666667e-08,2.07368421052632e-08,2544,"tags=32%, list=19%, signal=27%","10500/1742/4343/22903/7070/8609/351/348110/1959/60/8936/23654/5361/25/54538/3996/91653/596/3984/4882/2042/8153/4756/8408/27185/84612/23363/55201/7422/26012/29882/257194/10458/4891/29904/4659/29993/214/9762/4853/57731/8828/9912/3672/223117/1906/1956/2676/57142/55364/55701/10371/54910/51393/57465/8482/7852/23129/9253/3913/3071/1954/393/6477/2011/219699/23607/9746/2596/80312/57715/7869/5058/1136/8826/6383/1627/7162/6812/6498/10090/8522/10163/54862/56920/9353/1436/84623/9378/153090/85449/57698/11178/10752/64221/6714/23566/23136/120892/10631/7474/85358/64283/5168/1952/57216/2258/56963/115703/8506/6696/5649/5364/4776/10501/50488/8831/55619/152330/23768/473/6586/4915/84189/8633/256158/4147/1009/6091/55558/655/2736/4858/2335/2051/26053/5365/4137/4804/5802/4851/54413/25987/4168/9423/2049/5754/4854/5818/4929/575/66000/547/9024/4914/2048/57699"
"GO:0048667","cell morphogenesis involved in neuron differentiation",427,-0.438674938067627,-1.90010389505305,1e-10,2.60666666666667e-08,2.07368421052632e-08,2544,"tags=33%, list=19%, signal=27%","10500/1742/22903/7070/85451/8609/351/1959/60/23654/5361/25/54538/3996/91653/596/3984/4882/2042/8153/4756/8408/27185/84612/23363/55201/7422/26012/29882/10458/4891/29904/214/9762/4853/57731/8828/9912/223117/1906/2676/57142/55701/10371/54910/51393/5978/57465/8482/23129/9253/3913/1954/393/6477/2011/219699/23607/2596/80312/57715/7869/5058/1136/6383/1627/7162/6812/6498/10090/54862/56920/9353/1436/157657/9378/85449/57698/11178/10752/64221/23566/120892/7474/85358/64283/1952/57216/2258/56963/115703/8506/6696/5649/5364/4647/4776/10501/50488/8831/25861/55619/152330/23768/473/6586/4915/84189/8633/256158/4147/1009/6091/55558/655/2736/4858/2335/2051/26053/5365/4137/4804/5802/4851/54413/25987/4168/9423/2049/5754/4854/5818/4929/575/547/9024/4914/2048"
"GO:0019646","aerobic electron transport chain",85,0.62000081747257,2.46704419228563,1.20991132004245e-10,2.78929978200494e-08,2.21897452034583e-08,3401,"tags=73%, list=25%, signal=55%","1346/4713/27089/6622/1351/1329/1340/4695/4728/1347/4716/4702/11315/4722/1337/1350/1537/7388/29796/65018/4725/4726/1327/4696/4700/4710/7386/4694/4723/4717/790955/4712/4731/9167/7384/4707/6390/4718/4720/440567/4709/374291/4706/4708/7381/9377/1345/4715/10975/57017/1349/29103/4711/23479/4724/4697/4705/246269/4704/4714/54205/6391"
"GO:0001503","ossification",339,-0.46514365563117,-1.97983023524382,1.22293011998755e-10,2.78929978200494e-08,2.21897452034583e-08,2594,"tags=36%, list=19%, signal=30%","25937/2824/22856/23376/3516/1213/55603/10312/8642/91461/1959/9451/51684/1660/596/860/4882/865/649/57419/7422/22904/5087/6256/7040/2822/64131/57045/2550/650/4092/51564/10766/652/4221/55512/51741/1956/240/645811/5978/8482/255743/861/864/1305/6615/6781/1513/58476/51025/2194/4209/25840/43/1969/2303/6662/3479/4054/9770/7704/4256/4921/7474/1291/4325/6696/3486/338773/3082/1462/5364/23314/1230/1277/8792/3491/7059/3726/1311/90993/11173/8646/4323/1435/4653/1278/1893/6261/54829/1009/4313/7130/655/2736/6096/117581/6497/2662/202151/7291/6238/2735/4851/8840/1490/285313/5743/4856/4015/9902/2719/3400/22801/4330/3371/6423/130497/91851/64093/3481/25884"
"GO:0007409","axonogenesis",324,-0.462343407206531,-1.95589083217452,1.1650986158311e-10,2.78929978200494e-08,2.21897452034583e-08,2435,"tags=33%, list=18%, signal=28%","8609/351/1959/60/23654/5361/25/54538/3996/91653/596/3984/4882/2042/8153/4756/8408/27185/84612/55201/7422/29882/10458/214/4853/57731/8828/223117/1906/2676/57142/55701/10371/54910/51393/8482/23129/9253/3913/1954/393/6477/2011/219699/23607/2596/57715/7869/5058/6812/6498/10090/56920/9353/1436/9378/85449/57698/10752/64221/23566/7474/64283/57216/2258/56963/8506/6696/5649/5364/10501/8831/152330/23768/6586/4915/84189/8633/256158/4147/1009/6091/55558/655/2736/4858/2335/2051/26053/5365/4137/4804/5802/4851/54413/25987/4168/9423/2049/5754/4854/5818/4929/575/9024/4914/2048"
"GO:0033108","mitochondrial respiratory chain complex assembly",98,0.588164349189315,2.43525572477235,1.69916986011585e-10,3.72050232570967e-08,2.95977503633654e-08,3352,"tags=64%, list=25%, signal=49%","284184/4713/283951/10063/51287/6834/25813/84300/4695/4728/4716/84987/90871/4702/51295/25915/4722/51204/54539/84275/4725/389203/28958/84233/131474/4696/4700/4710/7386/4694/5018/79064/91942/4717/790955/55744/4712/4707/4718/4720/55967/4709/374291/137682/55101/4706/4708/57001/28976/4715/4711/79133/29090/617/6341/25880/4724/83943/55863/29078/4705/4704/4714"
"GO:0007416","synapse assembly",188,-0.529330432522962,-2.13103937184308,2.323300012326e-10,4.89144010287404e-08,3.89129236882293e-08,1827,"tags=34%, list=14%, signal=30%","266727/51804/57142/29801/54910/27286/23129/10672/22899/9746/2596/647135/8927/7162/22883/54862/84623/9806/43/56123/57502/9378/119/221935/11178/5783/56131/7474/85358/56122/2258/115703/5649/5364/4593/55619/23768/7097/9294/7058/2239/339398/4915/84189/3360/55558/57555/54549/5365/375790/57524/41/4137/94030/5802/54413/9423/2049/5818/575/54674/9379/4914/2048"
"GO:0061564","axon development",365,-0.452491692674807,-1.93331723349699,3.34348359682346e-10,6.77860341074504e-08,5.3925893333562e-08,2435,"tags=34%, list=18%, signal=28%","8609/351/1959/60/9907/23654/5361/25/54538/3996/91653/596/3984/4882/2042/8153/4756/8408/23271/27185/84612/55201/7422/29882/10458/8578/23057/214/4853/57731/9314/8828/223117/1906/23162/2676/57142/55701/10371/54910/51393/57465/8482/23129/9253/3913/1954/393/6477/2011/219699/23607/2596/57715/7869/5058/4685/6812/6498/10090/56920/9353/1436/146760/9378/10100/5792/85449/57698/10752/64221/5354/23566/7474/64283/57216/2258/56963/8506/6696/5649/349667/5364/10501/8831/152330/23768/6586/4915/84189/8633/256158/4147/1009/6091/4313/55558/655/2736/4858/2335/2051/26053/5365/4137/4804/5802/4851/54413/25987/4168/2316/9423/2049/5754/4854/5818/4929/575/3371/9024/4914/2048"
"GO:0001525","angiogenesis",444,-0.428556440978047,-1.85646332042216,3.92824433045088e-10,7.67971766603146e-08,6.10945368235912e-08,2338,"tags=35%, list=17%, signal=30%","7128/375056/23213/2034/3516/2624/7070/301/5140/7045/54567/9451/6789/25/54538/4882/5294/3728/283/2828/7046/7422/2022/284361/7040/4883/2822/22846/7048/3716/6772/185/51564/5534/4853/9314/8828/652/688/146850/85301/25932/1906/1636/8325/57142/5371/240/8434/7052/91010/10800/3213/3162/3687/7852/27286/23129/7410/10672/7098/5777/5293/219699/7837/861/7127/10411/4627/6095/221981/4855/2277/10163/374887/9353/58504/6376/9289/161742/9378/153090/1969/6915/2303/64344/25865/154796/6774/728/1295/7057/7474/6678/7060/1536/2324/4776/80781/290/3099/285/6347/719/3164/284/3491/3696/1306/5159/25960/4327/1284/90993/8862/5176/4323/10451/7058/5740/23166/1464/1893/1890/2028/1545/6091/4313/1282/11117/7039/2335/3339/1634/2702/7291/6943/5156/4804/718/4851/1490/2316/7857/5743/2049/4854/11082/4856/575/6423/4914/1296/2048/147372"
"GO:0040017","positive regulation of locomotion",472,-0.421413863139307,-1.83820530418019,4.3825484046009e-10,8.27243791958114e-08,6.58098103442247e-08,2140,"tags=30%, list=16%, signal=26%","63940/27086/7422/26012/55749/284361/7040/150/2822/7048/2526/58191/650/51564/378938/8764/8828/652/7099/5328/2252/223117/1906/5031/286077/1956/57142/1240/57118/64581/3965/53905/10371/54910/3162/3687/6693/57465/8482/7852/27286/91663/6776/3071/1954/5293/2159/57715/7869/5058/25777/6615/3673/7162/23500/9922/2277/56920/9353/1436/57091/9806/5919/6376/1601/153090/55604/3383/1969/152007/57698/2303/25865/6662/154796/6774/6714/5354/728/3479/83483/4921/10631/7057/7474/177/6678/7060/5168/8660/5649/2324/3082/79567/1230/10501/1277/6347/719/284/3491/55612/5159/25960/59/604/4323/1435/4653/54566/8013/80139/81029/4916/1545/4313/7130/655/4638/10894/117581/2335/7499/9590/7291/5156/2150/2735/4851/1902/8840/2316/7857/5743/9423/6362/6366/3037/2048/2192/147372/131578"
"GO:0022900","electron transport chain",121,0.540398222436703,2.27770429556771,8.73523145298175e-10,1.5938885657874e-07,1.26798780775388e-07,3406,"tags=64%, list=25%, signal=48%","1346/4713/27089/6622/1351/51142/1329/1340/4695/4728/1347/4716/4702/11315/4722/1337/1350/388753/1537/7388/29796/65018/4725/2109/4726/1327/2108/4696/4700/4710/7386/4694/4723/4717/790955/4712/4731/9167/7384/4707/6390/4718/4720/55967/440567/4709/374291/4706/4708/4191/7381/1716/891/2110/9377/1345/4715/10975/57215/57017/1349/29103/4711/10954/3052/23479/4724/83943/4697/4705/246269/4704/4714/54205/27069/6391/84883"
"GO:0048762","mesenchymal cell differentiation",208,-0.498936735480551,-2.02790485099765,1.2067010598168e-09,2.13080051659263e-07,1.69511792341667e-07,2300,"tags=40%, list=17%, signal=34%","4254/183/4017/3091/100507588/81610/182/6926/23275/25937/3516/10500/7043/596/753/2042/3249/7046/7422/2022/7040/80204/55223/7048/7041/6663/23187/6772/650/4092/5534/64839/27250/8828/652/25800/223117/1906/57142/10371/54910/8482/80709/57715/7869/200734/6615/84695/4855/56920/1601/161742/55698/153090/152007/2303/6662/3479/8854/7474/10252/3082/399473/10501/1277/6934/26508/114990/80139/655/2335/283149/202151/7291/6943/1910/4851/2316/3911/3357/6423/3037/130497/7148"
"GO:0050804","modulation of chemical synaptic transmission",336,-0.443239028692922,-1.88416892409615,1.28268367290619e-09,2.19419075796515e-07,1.74554682724109e-07,2645,"tags=34%, list=20%, signal=28%","5530/2911/26509/3815/136/6844/54407/1742/488/351/1959/11252/64084/11170/25/79772/4756/23228/27185/10288/26012/3845/29882/150/10458/23236/9254/2550/5534/259232/9912/1906/1636/1956/9256/57142/409/23208/9066/57465/23607/9746/773/1136/4355/81539/1627/8927/112755/5914/6812/148/22883/2918/6376/43/10815/6855/57502/9378/26232/2905/5999/27065/5413/9783/11178/9899/22839/5028/57616/5023/120892/84966/7474/177/85358/3269/3786/2892/5649/5270/140/8938/4776/79827/8831/6347/152330/9294/388336/4915/1009/57555/590/9590/41/80863/4137/4804/112476/5802/54413/5743/2898/1759/575/2775/66000/6536/9379/4914/2048/91851"
"GO:0022904","respiratory electron transport chain",114,0.552568954520427,2.31358552603859,1.56451606772777e-09,2.5952002893157e-07,2.06456235157569e-07,3406,"tags=66%, list=25%, signal=50%","1346/4713/27089/6622/1351/51142/1329/1340/4695/4728/1347/4716/4702/11315/4722/1337/1350/388753/1537/7388/29796/65018/4725/2109/4726/1327/2108/4696/4700/4710/7386/4694/4723/4717/790955/4712/4731/9167/7384/4707/6390/4718/4720/55967/440567/4709/374291/4706/4708/4191/7381/1716/891/2110/9377/1345/4715/10975/57017/1349/29103/4711/3052/23479/4724/83943/4697/4705/246269/4704/4714/54205/27069/6391/84883"
