"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0031589","cell-substrate adhesion","9/60","293/11902",0.0307167235494881,6.09317406143345,6.28318356049789,1.44263239922999e-05,0.0238034345872948,0.0218672700514861,"CCDC80/BCL6/LAMA5/ITGA11/MINK1/NOTCH1/SPOCK1/CSF1/FLNA",9
"GO:0010810","regulation of cell-substrate adhesion","7/60","179/11902",0.0391061452513966,7.75735567970205,6.48393625321116,3.05218807845877e-05,0.0251805516472849,0.0231323728051612,"CCDC80/BCL6/MINK1/NOTCH1/SPOCK1/CSF1/FLNA",7
